企業ID,企業名,指標ID（編集しないでください）,指標名（英語表記）※実際の開示は英語表記が多少異なる可能性あり,指標名,単位,データソース,連結 or 単体,開示データ,2019年度,2020年度,2021年度,2022年度,2023年度,2024年度,2025年度,メモ
6,Infineon Technologies AG,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
6,Infineon Technologies AG,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,2023-sustainability-at-infineon-v01-00-en p.55; sustainability-at-infineon p.103,連結,TRUE,,,,,82.2,,85,
6,Infineon Technologies AG,engagement_score,Employee engagement score,エンゲージメントスコア,%,infineon-sustainability-report-v02-00-en p.43; infineon-sustainability-report-v04-00-en p.43; infineon-sustainability-report-v03-00-en p.48; 2023-sustainability-at-infineon-v01-00-en p.54; 2024-sustainability-at-infineon-3-00-en p.55; sustainability-at-infineon p.103,連結,TRUE,,84,83,82,85,83,84,
6,Infineon Technologies AG,established_rate_of_employees,Employee retention rate,従業員の定着率,%,infineon-sustainability-report-v02-00-en p.23; infineon-sustainability-report-v04-00-en p.23; infineon-sustainability-report-v03-00-en p.23; 2023-sustainability-at-infineon-v01-00-en p.25; 2024-sustainability-at-infineon-3-00-en p.25; sustainability-at-infineon p.73,連結,TRUE,,92.7,91.7,91.0,93.2,94.0,92.9,
6,Infineon Technologies AG,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,infineon-sustainability-report-v02-00-en p.26; infineon-sustainability-report-v04-00-en p.25; infineon-sustainability-report-v03-00-en p.26; 2023-sustainability-at-infineon-v01-00-en p.28; 2024-sustainability-at-infineon-3-00-en p.27,連結,TRUE,,6.34,5.85,5.30,5.46,3.25,,
6,Infineon Technologies AG,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,infineon-sustainability-report-v02-00-en p.26; infineon-sustainability-report-v04-00-en p.25; infineon-sustainability-report-v03-00-en p.26; 2023-sustainability-at-infineon-v01-00-en p.28; 2024-sustainability-at-infineon-3-00-en p.27; sustainability-at-infineon p.74,連結,TRUE,,0,0,0,0,0,0,
6,Infineon Technologies AG,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,,,,,,,,,,,
6,Infineon Technologies AG,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,EUR per employee,"infineon-annual-report-report-v10-00-en p.3; infineon-annual-report-report-v11-00-en p.3; infineon-annual-report-report-v12-00-en p.3, 49, 104; 2023-infineon-annual-report-v01-00-en p.3, 4; 2024-infineon-annual-report-01-00-en p.3; 2025-annual-report-v01-00-en p.3",連結,TRUE,28030.81,12449.76,29234.29,52409.83,67383.51,37716.66,26544.39,
6,Infineon Technologies AG,sales_per_employee,Revenue per employee,従業員一人当たり売上,EUR per employee,"infineon-annual-report-report-v10-00-en p.3; infineon-annual-report-report-v11-00-en p.3; infineon-annual-report-report-v12-00-en p.3, 49, 104; 2023-infineon-annual-report-v01-00-en p.3, 4; 2024-infineon-annual-report-01-00-en p.3; 2025-annual-report-v01-00-en p.3",連結,TRUE,193857.94,183593.68,220096.25,261931.66,278358.10,257566.83,256905.93,
6,Infineon Technologies AG,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,EUR per employee,"infineon-annual-report-report-v10-00-en p.3; infineon-annual-report-report-v11-00-en p.3; infineon-annual-report-report-v12-00-en p.3, 49, 104; 2023-infineon-annual-report-v01-00-en p.3, 50; 2024-infineon-annual-report-01-00-en p.3; 2025-annual-report-v01-00-en p.3",連結,TRUE,21004.88,7886.85,23246.69,40139.26,53541.56,22405.51,17784.78,
6,Infineon Technologies AG,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,"infineon-jahresabschluss-report-v04-00-de p.6, 29; 2023-einzelabschluss-infineon-technologies-ag-v01-00-de p.4, 20",単体,TRUE,,0.857,,,2.17,,,
6,Infineon Technologies AG,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,,,,,,,,,,,
6,Infineon Technologies AG,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
6,Infineon Technologies AG,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,,,,,,,,,,,
6,Infineon Technologies AG,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,,,,,,,,,,,
6,Infineon Technologies AG,internal_appointment_rate,Internal hire rate,内部登用率,%,,,,,,,,,,,
6,Infineon Technologies AG,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,,,,,,,,,,,
6,Infineon Technologies AG,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,infineon-sustainability-report-v02-00-en p.21,連結,TRUE,,17.84,,,,,,
6,Infineon Technologies AG,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
6,Infineon Technologies AG,internal_transfer_number,Number of internal moves,内部異動数,件,,,,,,,,,,,
6,Infineon Technologies AG,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
6,Infineon Technologies AG,turnover,Turnover rate,離職率,%,infineon-sustainability-report-v02-00-en p.23; infineon-sustainability-report-v04-00-en p.23; infineon-sustainability-report-v03-00-en p.24; 2023-sustainability-at-infineon-v01-00-en p.26; 2024-sustainability-at-infineon-3-00-en p.25; sustainability-at-infineon p.73,連結,TRUE,,7.3,8.3,9.0,6.8,6.0,7.1,2020年: 連結優先（standaloneを除外）
6,Infineon Technologies AG,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,,,,,,,,,,,
6,Infineon Technologies AG,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
6,Infineon Technologies AG,internal_succession_rate,Internal succession rate,内部継承率,%,,,,,,,,,,,
6,Infineon Technologies AG,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
6,Infineon Technologies AG,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
6,Infineon Technologies AG,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
6,Infineon Technologies AG,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
6,Infineon Technologies AG,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,,,,,,,,,,,,
6,Infineon Technologies AG,participation_rate_in_training,Training participation rate,研修への参加率,%,2024-sustainability-at-infineon-3-00-en p.23; sustainability-at-infineon p.86,連結,TRUE,,,,,,68.0,95,
6,Infineon Technologies AG,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,infineon-sustainability-report-v02-00-en p.21; infineon-sustainability-report-v04-00-en p.20; 2023-sustainability-at-infineon-v01-00-en p.23; 2024-sustainability-at-infineon-3-00-en p.22,連結,TRUE,,9.54,10.03,,15.38,14.9,,
6,Infineon Technologies AG,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
6,Infineon Technologies AG,total_number_of_employees,Total number of employees,総従業員数,人,"2023-infineon-financial-data-2019-2023-01-00-en p.2; 2023-infineon-annual-report-v01-00-en p.3, 4; 2024-infineon-annual-report-01-00-en p.113; 2025-annual-report-v01-00-en p.3",連結,TRUE,41418,46665,50288,56194,58590,59109,57077,"2020年: 要確認（46665←2023-infineon-financial-data-2019-2023-01-00-en p.2 / 46665←2024-infineon-financial-data-2020-2024-v01-00-en p.2 / 46665←infineon-annual-report-report-v10-00-en p.3 / 46665←infineon-financial-data-otherdocument-v03-00-en p.2）  2021年: 連結優先（standaloneを除外）  2022年: 連結優先（standaloneを除外）  2023年: 連結優先（standalone/unknownを除外）  2024年: 要確認（59109←2024-infineon-annual-report-01-00-en p.113 / 58065←2024-infineon-financial-data-2020-2024-v01-00-en p.2 / 58065←2024-sustainability-at-infineon-3-00-en p.4, 21, 22, 24 / 58065←2025-infineon-financial-data-2021-2025-v01-00-en p.2）  2025年: 要確認（57077←2025-annual-report-v01-00-en p.3 / 57077←2025-infineon-financial-data-2021-2025-v01-00-en p.2 / 57072←sustainability-at-infineon p.5, 10, 72）"
6,Infineon Technologies AG,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,infineon-sustainability-report-v02-00-en p.23; infineon-sustainability-report-v04-00-en p.22; 2023-sustainability-at-infineon-v01-00-en p.25; 2024-sustainability-at-infineon-3-00-en p.24; sustainability-at-infineon p.72,連結,TRUE,,38570,48100,,55371,55254,54183,2020年: 連結優先（standaloneを除外）
6,Infineon Technologies AG,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,infineon-sustainability-report-v02-00-en p.23; infineon-sustainability-report-v04-00-en p.22; 2023-sustainability-at-infineon-v01-00-en p.25; 2024-sustainability-at-infineon-3-00-en p.24; sustainability-at-infineon p.72,連結,TRUE,,2057,2188,,2533,2811,2889,
6,Infineon Technologies AG,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,,,,,,,,,,,
6,Infineon Technologies AG,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,,,,,,,,,,,
6,Infineon Technologies AG,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,2023-sustainability-at-infineon-v01-00-en p.25; 2024-sustainability-at-infineon-3-00-en p.24; sustainability-at-infineon p.72,連結,TRUE,,,,,3051,2049,3616,
6,Infineon Technologies AG,absence_rate,Absenteeism rate,欠勤率,%,,,,,,,,,,,
7,KB Kookmin Bank,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,"KBFG_2021_Sustainability_Report_Eng p.138; KBFG_2022_Sustainability_Report_Eng p.89, 155; KBFG_2023_Sustainability_report_Eng p.198",連結,TRUE,,,159,9066,133,,,
7,KB Kookmin Bank,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,KBFG_2021_Sustainability_Report_Eng p.139; KBFG_2022_Sustainability_Report_Eng p.160,連結,TRUE,,,0,3,,,,
7,KB Kookmin Bank,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,KBFG_2021_Sustainability_Report_Eng p.80; KBFG_2023_Sustainability_report_Eng p.199,連結,TRUE,,,100,,28221,,,
7,KB Kookmin Bank,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,"KBFG_2020_SR p.108; KBFG_2021_Sustainability_Report_Eng p.83, 157; KBFG_2022_Sustainability_Report_Eng p.155",連結,TRUE,,0,1,6261,,,,
7,KB Kookmin Bank,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,"KBFG_2022_Sustainability_Report_Eng p.101, 142, 145, 160",連結,TRUE,,,,0,,,,
7,KB Kookmin Bank,total_labor_cost,Total workforce cost,総労働力コスト,,,,,,,,,,,,
7,KB Kookmin Bank,external_labor_cost,External workforce cost,外部労働力コスト,,,,,,,,,,,,
7,KB Kookmin Bank,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,,,,,,,,,,,
7,KB Kookmin Bank,total_employment_cost,Total employment cost,総雇用コスト,,,,,,,,,,,,
7,KB Kookmin Bank,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
7,KB Kookmin Bank,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
7,KB Kookmin Bank,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
7,KB Kookmin Bank,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,,,,,,,,,,,,
7,KB Kookmin Bank,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,,,,,,,,,,,
7,KB Kookmin Bank,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
7,KB Kookmin Bank,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,,,9.05,8.07,,,
7,KB Kookmin Bank,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,KBFG_2022_Sustainability_Report_Eng p.156,連結,TRUE,,,,62.39,,,,
7,KB Kookmin Bank,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,KBFG_2022_Sustainability_Report_Eng p.156,連結,TRUE,,,,62.39,,,,
7,KB Kookmin Bank,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,,,28.55,30.30,,,
7,KB Kookmin Bank,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,,,,,,,,,,,
7,KB Kookmin Bank,male_employee_ratio,Percentage of male employees,男性従業員比率,%,KBFG_2020_SR p.79; KBFG_2021_Sustainability_Report_Eng p.132; KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,52.37,51.40,50.11,49.25,,,
7,KB Kookmin Bank,female_employee_ratio,Percentage of female employees,女性従業員比率,%,KBFG_2020_SR p.79; KBFG_2021_Sustainability_Report_Eng p.132; KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,47.63,48.60,49.89,50.75,,,
7,KB Kookmin Bank,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,,,,,,,,,,,
7,KB Kookmin Bank,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
7,KB Kookmin Bank,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,,,,,,,,,,,
7,KB Kookmin Bank,engagement_score,Employee engagement score,エンゲージメントスコア,点,"KBFG_2020_SR p.34; KBFG_2021_Sustainability_Report_Eng p.109; KBFG_2022_Sustainability_Report_Eng p.119; KBFG_2023_Sustainability_report_Eng p.113, 125",連結,TRUE,,80.2,82.3,82.5,88.7,,,
7,KB Kookmin Bank,established_rate_of_employees,Employee retention rate,従業員の定着率,%,KBFG_2020_SR p.81; KBFG_2021_Sustainability_Report_Eng p.136; KBFG_2022_Sustainability_Report_Eng p.158; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,95.5,93.5,96.8,94.5,,,
7,KB Kookmin Bank,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,KBFG_2021_Sustainability_Report_Eng p.138; KBFG_2022_Sustainability_Report_Eng p.159; KBFG_2023_Sustainability_report_Eng p.198,連結,TRUE,,,204,114,241,,,
7,KB Kookmin Bank,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,,,,,,,,,,,
7,KB Kookmin Bank,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,KBFG_2023_Sustainability_report_Eng p.161,連結,TRUE,,,,,100,,,
7,KB Kookmin Bank,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,,,,,,,,,,,,
7,KB Kookmin Bank,sales_per_employee,Revenue per employee,従業員一人当たり売上,,,,,,,,,,,,
7,KB Kookmin Bank,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,,,,,,,,,,,,
7,KB Kookmin Bank,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,,,,,,,,,,,
7,KB Kookmin Bank,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,,,,,,,,,,,
7,KB Kookmin Bank,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
7,KB Kookmin Bank,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,,,,,,,,,,,
7,KB Kookmin Bank,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,,,,,,,,,,,
7,KB Kookmin Bank,internal_appointment_rate,Internal hire rate,内部登用率,%,KBFG_2020_SR p.80; KBFG_2021_Sustainability_Report_Eng p.135; KBFG_2022_Sustainability_Report_Eng p.158; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,92.37,87.10,86.85,89.32,,,
7,KB Kookmin Bank,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,,,,,,,,,,,
7,KB Kookmin Bank,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,,,,,,,,,,,
7,KB Kookmin Bank,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
7,KB Kookmin Bank,internal_transfer_number,Number of internal moves,内部異動数,件,KBFG_2020_SR p.80; KBFG_2021_Sustainability_Report_Eng p.135; KBFG_2022_Sustainability_Report_Eng p.158; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,9265,7747,7600,7252,,,
7,KB Kookmin Bank,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
7,KB Kookmin Bank,turnover,Turnover rate,離職率,%,KBFG_2020_SR p.81; KBFG_2021_Sustainability_Report_Eng p.136; KBFG_2022_Sustainability_Report_Eng p.158; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,4.5,6.5,6.3,5.5,,,
7,KB Kookmin Bank,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,KBFG_2020_SR p.81; KBFG_2021_Sustainability_Report_Eng p.136; KBFG_2022_Sustainability_Report_Eng p.158; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,1.8,2.3,3.2,2.2,,,
7,KB Kookmin Bank,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
7,KB Kookmin Bank,internal_succession_rate,Internal succession rate,内部継承率,%,KBFG_2020_SR p.80; KBFG_2021_Sustainability_Report_Eng p.135; KBFG_2023_Sustainability_report_Eng p.196,連結,TRUE,,92.37,87.10,,89.32,,,
7,KB Kookmin Bank,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
7,KB Kookmin Bank,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
7,KB Kookmin Bank,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
7,KB Kookmin Bank,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
7,KB Kookmin Bank,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,,,,,,,,,,,,
7,KB Kookmin Bank,participation_rate_in_training,Training participation rate,研修への参加率,%,,,,,,,,,,,
7,KB Kookmin Bank,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,"KBFG_2020_SR p.9, 83; KBFG_2021_Sustainability_Report_Eng p.138; KBFG_2022_Sustainability_Report_Eng p.159; KBFG_2023_Sustainability_report_Eng p.198",連結,TRUE,,98,105.89,107.2,104.3,,,
7,KB Kookmin Bank,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
7,KB Kookmin Bank,total_number_of_employees,Total number of employees,総従業員数,人,"KBFG_2020_SR p.79; KBFG_2021_Sustainability_Report_Eng p.132; KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.5, 194",連結,TRUE,,28557,27933,27837,26959,,,
7,KB Kookmin Bank,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,KBFG_2020_SR p.79; KBFG_2021_Sustainability_Report_Eng p.132; KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,25727,24798,24108,23348,,,
7,KB Kookmin Bank,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,KBFG_2022_Sustainability_Report_Eng p.156; KBFG_2023_Sustainability_report_Eng p.194,連結,TRUE,,,,3435,3363,,,
7,KB Kookmin Bank,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,,,,,,,,,,,
7,KB Kookmin Bank,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,,,,,,,,,,,
7,KB Kookmin Bank,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,,,,,,,,,,,
7,KB Kookmin Bank,absence_rate,Absenteeism rate,欠勤率,%,KBFG_2020_SR p.82; KBFG_2021_Sustainability_Report_Eng p.138; KBFG_2022_Sustainability_Report_Eng p.159; KBFG_2023_Sustainability_report_Eng p.198,連結,TRUE,,0.00321,0.003,0.002,0.004,,,
8,Rheinmetal AG,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,DE0007030009-JA-2022-EQ-E-00 p.135; DE0007030009-JA-2023-EQ-E-00 p.35; Rheinmetall-Annual-Report-2025 p.146,連結,TRUE,,,,170,163,146,202,
8,Rheinmetal AG,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,,,,,,,,,,,
8,Rheinmetal AG,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,"DE0007030009-JA-2019-EQ-E-01 p.2, 129; DE0007030009-JA-2020-EQ-E-00 p.59, 140; DE0007030009-JA-2021-EQ-E-00 p.134, 228; DE0007030009-JA-2023-EQ-E-00 p.2, 36; Rheinmetall-Annual-Report-2025 p.154",連結,TRUE,35.0,58.43,49.33,,39.9,38.0,35.9,
8,Rheinmetal AG,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,,,,,,,,,,,
8,Rheinmetal AG,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,,,,,,,,,,,
8,Rheinmetal AG,total_labor_cost,Total workforce cost,総労働力コスト,EUR million,"Rheinmetall-Annual-Report-2025 p.219; Rheinmetall-Annual-Report-2025 p.56, 219",連結,TRUE,,,,,,1844,2314,
8,Rheinmetal AG,external_labor_cost,External workforce cost,外部労働力コスト,,,,,,,,,,,,
8,Rheinmetal AG,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,"DE0007030009-JA-2019-EQ-E-01 p.206, 220; DE0007030009-JA-2020-EQ-E-00 p.220, 240; DE0007030009-JA-2021-EQ-E-00 p.177, 227",連結,TRUE,0.72,0.714,1.085,,,,,"2019年: 要確認（0.72←DE0007030009-JA-2019-EQ-E-01 p.206, 220 / 0.774←DE0007030009-JA-2020-EQ-E-00 p.220, 240）"
8,Rheinmetal AG,total_employment_cost,Total employment cost,総雇用コスト,EUR million,"Rheinmetall-Annual-Report-2025 p.219; Rheinmetall-Annual-Report-2025 p.56, 219",連結,TRUE,,,,,,1844,2314,
8,Rheinmetal AG,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
8,Rheinmetal AG,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
8,Rheinmetal AG,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
8,Rheinmetal AG,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,,,,,,,,,,,
8,Rheinmetal AG,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,,,,,,,,,,,
8,Rheinmetal AG,male_employee_ratio,Percentage of male employees,男性従業員比率,%,"DE0007030009-JA-2019-EQ-E-01 p.120; DE0007030009-JA-2020-EQ-E-00 p.59; DE0007030009-JA-2021-EQ-E-00 p.123; DE0007030009-JA-2022-EQ-E-00 p.2, 130; DE0007030009-JA-2023-EQ-E-00 p.131; Rheinmetall-Annual-Report-2025 p.136",連結,TRUE,79,79.38,79.6,77.58,79,,78.47,
8,Rheinmetal AG,female_employee_ratio,Percentage of female employees,女性従業員比率,%,"DE0007030009-JA-2019-EQ-E-01 p.120; DE0007030009-JA-2020-EQ-E-00 p.59, 60; DE0007030009-JA-2021-EQ-E-00 p.123; DE0007030009-JA-2022-EQ-E-00 p.2, 130; DE0007030009-JA-2023-EQ-E-00 p.131; Rheinmetall-Annual-Report-2025 p.136",連結,TRUE,21,20.62,20.4,22.42,21,,21.52,
8,Rheinmetal AG,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,,,,,,,,,,,
8,Rheinmetal AG,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,"DE0007030009-JA-2022-EQ-E-00 p.2, 126",連結,TRUE,,,43.29,57.79,,,,
8,Rheinmetal AG,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,"DE0007030009-JA-2020-EQ-E-00 p.134; DE0007030009-JA-2021-EQ-E-00 p.2, 120",連結,TRUE,,1236,11.41,,,,,
8,Rheinmetal AG,engagement_score,Employee engagement score,エンゲージメントスコア,,,,,,,,,,,,
8,Rheinmetal AG,established_rate_of_employees,Employee retention rate,従業員の定着率,%,"DE0007030009-JA-2019-EQ-E-01 p.53, 117; DE0007030009-JA-2021-EQ-E-00 p.2, 118; DE0007030009-JA-2022-EQ-E-00 p.2, 127; DE0007030009-JA-2023-EQ-E-00 p.2, 128; Rheinmetall-Annual-Report-2025 p.137",連結,TRUE,89.9,,89.1,88.82,85.5,86.5,89.5,"2021年: 要確認（89.1←DE0007030009-JA-2021-EQ-E-00 p.2, 118 / 89.11←DE0007030009-JA-2022-EQ-E-00 p.2, 127）"
