企業ID,企業名,指標ID（編集しないでください）,指標名（英語表記）※実際の開示は英語表記が多少異なる可能性あり,指標名,単位,データソース,連結 or 単体,開示データ,2019年度,2020年度,2021年度,2022年度,2023年度,2024年度,2025年度,メモ
1,Allianz SE,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,"Allianz_Group_Sustainability_Report_2022-web p.128, 155",連結,TRUE,,,,0,,,,
1,Allianz SE,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,Allianz_Group_Sustainability_Report_2021-web p.63; Allianz_Group_Sustainability_Report_2022-web p.126,連結,TRUE,,,0,0,,,,
1,Allianz SE,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,Allianz_Group_Sustainability_Report_2022-web p.126; Allianz_Group_Sustainability_Report_2023-web p.130,連結,TRUE,,,,84.0,94,,,
1,Allianz SE,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,en-Allianz-SE-Annual-Report-2021 p.85; en-allianz-se-annual-report-2024 p.67,連結,TRUE,,,26,,,1,,
1,Allianz SE,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,"en-Own-Funds-Report-2020 p.4; Allianz_Group_Sustainability_Report_2021-web p.111; en-allianz-se-annual-report-2024 p.84, 85; en-allianz-se-annual-report-2025 p.8, 49",連結・単体混在,TRUE,,0,0,,,2,0,
1,Allianz SE,total_labor_cost,Total workforce cost,総労働力コスト,EUR thousand,en-Allianz-SE-Annual-Report-2020 p.88; en-Allianz-SE-Annual-Report-2021 p.87; en-Allianz-SE-Annual-Report-2022 p.94; en-allianz-se-annual-report-2024 p.70; en-allianz-se-annual-report-2025 p.36,連結・単体混在,TRUE,,385156,447737,479655,,540347,616973,
1,Allianz SE,external_labor_cost,External workforce cost,外部労働力コスト,,,,,,,,,,,,
1,Allianz SE,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,,,,,,,,,,,
1,Allianz SE,total_employment_cost,Total employment cost,総雇用コスト,EUR thousand,en-Allianz-SE-Annual-Report-2020 p.88; en-Allianz-SE-Annual-Report-2022 p.94; en-Allianz-SE-Annual-Report-2023 p.124; en-allianz-se-annual-report-2024 p.70,連結,TRUE,,385156,,479655,521635,540347,,
1,Allianz SE,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
1,Allianz SE,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
1,Allianz SE,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
1,Allianz SE,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,,,,,,,,,,,,
1,Allianz SE,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,,,,,,,,,,,
1,Allianz SE,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,Allianz_Group_Sustainability_Report_2020-web p.127; Allianz_Group_Sustainability_Report_2021-web p.39,連結,TRUE,,0.7,0.6,,,,,
1,Allianz SE,male_employee_ratio,Percentage of male employees,男性従業員比率,%,Allianz_Group_Sustainability_Report_2020-web p.126; Allianz_Group_Sustainability_Report_2021-web p.38; Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.86,連結,TRUE,,48.7,48.4,48.0,47.71,,,
1,Allianz SE,female_employee_ratio,Percentage of female employees,女性従業員比率,%,Allianz_Group_Sustainability_Report_2020-web p.126; Allianz_Group_Sustainability_Report_2021-web p.38; Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.86,連結,TRUE,,51.3,51.6,52.0,52.27,,,
1,Allianz SE,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,"Allianz_Group_Sustainability_Report_2020-web p.53, 61, 129; Allianz_Group_Sustainability_Report_2021-web p.37, 41, 46; Allianz_Group_Sustainability_Report_2022-web p.60, 65; Allianz_Group_Sustainability_Report_2023-web p.85, 90",連結,TRUE,,78,78,79,81,,,2020年: 連結優先（unknownを除外）
1,Allianz SE,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
1,Allianz SE,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,"Allianz_Group_Sustainability_Report_2020-web p.129; Allianz_Group_Sustainability_Report_2021-web p.48; Allianz_Group_Sustainability_Report_2022-web p.62, 67",連結,TRUE,,83.7,95,84.1,,,,
1,Allianz SE,engagement_score,Employee engagement score,エンゲージメントスコア,%,"Allianz_Group_Sustainability_Report_2020-web p.61, 129; Allianz_Group_Sustainability_Report_2021-web p.41, 46; Allianz_Group_Sustainability_Report_2022-web p.60, 65; Allianz_Group_Sustainability_Report_2023-web p.85, 90; en-allianz-se-annual-report-2024 p.88",連結,TRUE,,78,76,76,81,83,,"2021年: 要確認（76←Allianz_Group_Sustainability_Report_2021-web p.41, 46 / 78←en-Allianz-SE-Annual-Report-2021 p.55）  2022年: 要確認（76←Allianz_Group_Sustainability_Report_2022-web p.60, 65 / 79←en-Allianz-SE-Annual-Report-2022 p.60, 110）  2023年: 要確認（81←Allianz_Group_Sustainability_Report_2023-web p.85, 90 / 76←en-Allianz-SE-Annual-Report-2023 p.79）"
1,Allianz SE,established_rate_of_employees,Employee retention rate,従業員の定着率,%,Allianz_Group_Sustainability_Report_2020-web p.128; Allianz_Group_Sustainability_Report_2021-web p.39; Allianz_Group_Sustainability_Report_2022-web p.60; Allianz_Group_Sustainability_Report_2023-web p.89,連結,TRUE,,87.1,84.7,83.1,86.03,,,2023年: 要確認（86.03←Allianz_Group_Sustainability_Report_2023-web p.89 / 87.06←en-Allianz-SE-Annual-Report-2023 p.79）
1,Allianz SE,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,Allianz_Group_Sustainability_Report_2021-web p.40; Allianz_Group_Sustainability_Report_2022-web p.61; Allianz_Group_Sustainability_Report_2023-web p.95,連結,TRUE,,,993348,1194469,16665,,,
1,Allianz SE,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,Allianz_Group_Sustainability_Report_2021-web p.40; Allianz_Group_Sustainability_Report_2022-web p.61; Allianz_Group_Sustainability_Report_2023-web p.95,連結,TRUE,,,1,0,1,,,
1,Allianz SE,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,Allianz_Group_Sustainability_Report_2021-web p.48; Allianz_Group_Sustainability_Report_2022-web p.73,連結,TRUE,,,95,80,,,,
1,Allianz SE,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,EUR thousand,"en-Allianz-SE-Annual-Report-2020 p.70, 88; en-Allianz-SE-Annual-Report-2021 p.14, 87, 125; en-Allianz-SE-Annual-Report-2022 p.74, 93; en-Allianz-SE-Annual-Report-2023 p.P.13, P.76; en-allianz-se-annual-report-2024 p.13, 70; en-allianz-se-annual-report-2025 p.19, 35, 38",連結・単体混在,TRUE,,2278.21,6433989.44,1960000,49631.9,6449.28,4418.06,
1,Allianz SE,sales_per_employee,Revenue per employee,従業員一人当たり売上,EUR thousand,"en-Allianz-SE-Annual-Report-2020 p.70, 88; en-Allianz-SE-Annual-Report-2021 p.14, 87; en-Allianz-SE-Annual-Report-2022 p.74, 93; en-Allianz-SE-Annual-Report-2023 p.P.13, P.76; en-allianz-se-annual-report-2024 p.13, 70; en-allianz-se-annual-report-2025 p.18, 38",連結・単体混在,TRUE,,6760.72,5833413.35,4877500,95078.9,7200.24,6984.60,
1,Allianz SE,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,EUR thousand,"en-Allianz-SE-Annual-Report-2020 p.70, 88; en-Allianz-SE-Annual-Report-2021 p.14, 87; en-Allianz-SE-Annual-Report-2022 p.74, 93; en-Allianz-SE-Annual-Report-2023 p.P.13, P.76; en-allianz-se-annual-report-2024 p.13, 70; en-allianz-se-annual-report-2025 p.19, 38",連結・単体混在,TRUE,,2547.11,2568891.98,1962260,52000.0,3462.64,2792.87,
1,Allianz SE,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,"Allianz_Group_Sustainability_Report_2021-web p.18; en-allianz-se-annual-report-2025 p.18, 19, 38",連結・単体混在,TRUE,,,3.067,,,,16.21,
1,Allianz SE,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,,,,,,,,,,,
1,Allianz SE,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
1,Allianz SE,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,,,,,,,,,,,
1,Allianz SE,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,,,,,,,,,,,
1,Allianz SE,internal_appointment_rate,Internal hire rate,内部登用率,%,,,,,,,,,,,
1,Allianz SE,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,,,,,,,,,,,
1,Allianz SE,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,,,,,,,,,,,
1,Allianz SE,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
1,Allianz SE,internal_transfer_number,Number of internal moves,内部異動数,件,,,,,,,,,,,
1,Allianz SE,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
1,Allianz SE,turnover,Turnover rate,離職率,%,Allianz_Group_Sustainability_Report_2020-web p.128; Allianz_Group_Sustainability_Report_2021-web p.39; Allianz_Group_Sustainability_Report_2022-web p.60; Allianz_Group_Sustainability_Report_2023-web p.89,連結,TRUE,,12.9,15.3,16.9,13.97,,,
1,Allianz SE,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,,,,,,,,,,,
1,Allianz SE,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
1,Allianz SE,internal_succession_rate,Internal succession rate,内部継承率,%,,,,,,,,,,,
1,Allianz SE,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
1,Allianz SE,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
1,Allianz SE,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
1,Allianz SE,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
1,Allianz SE,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,,,,,,,,,,,,
1,Allianz SE,participation_rate_in_training,Training participation rate,研修への参加率,%,Allianz_Group_Sustainability_Report_2020-web p.129; Allianz_Group_Sustainability_Report_2021-web p.41; Allianz_Group_Sustainability_Report_2022-web p.61; Allianz_Group_Sustainability_Report_2023-web p.130,連結,TRUE,,78.8,103.1,102.9,94,,,
1,Allianz SE,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,Allianz_Group_Sustainability_Report_2020-web p.129; Allianz_Group_Sustainability_Report_2021-web p.41; Allianz_Group_Sustainability_Report_2022-web p.61; Allianz_Group_Sustainability_Report_2023-web p.91,連結,TRUE,,2.7,34.7,45.2,50.01,,,
1,Allianz SE,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
1,Allianz SE,total_number_of_employees,Total number of employees,総従業員数,人,Allianz_Group_Sustainability_Report_2020-web p.126; Allianz_Group_Sustainability_Report_2021-web p.38; Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.86; en-allianz-se-annual-report-2024 p.68; 4q-2025-earnings-release-allianz p.11,連結,TRUE,,150269,155411,159253,154862,2484,156000,2020年: 要確認（150269←Allianz_Group_Sustainability_Report_2020-web p.126 / 1809←en-Allianz-SE-Annual-Report-2020 p.88 / 1809←en-Allianz-SE-Annual-Report-2021 p.87）  2021年: 要確認（155411←Allianz_Group_Sustainability_Report_2021-web p.38 / 2083←en-Allianz-SE-Annual-Report-2021 p.87）  2025年: 連結優先（standaloneを除外）
1,Allianz SE,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,Allianz_Group_Sustainability_Report_2020-web p.126; Allianz_Group_Sustainability_Report_2021-web p.38; Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.87; en-allianz-se-annual-report-2024 p.68; en-allianz-se-annual-report-2025 p.36,連結・単体混在,TRUE,,124937,125160,130876,131784,2128,2111,2020年: 要確認（124937←Allianz_Group_Sustainability_Report_2020-web p.126 / 1586←en-Allianz-SE-Annual-Report-2020 p.88 / 1586←en-Allianz-SE-Annual-Report-2021 p.87）  2021年: 要確認（125160←Allianz_Group_Sustainability_Report_2021-web p.38 / 1823←en-Allianz-SE-Annual-Report-2021 p.87）  2022年: 要確認（130876←Allianz_Group_Sustainability_Report_2022-web p.58 / 2113←en-Allianz-SE-Annual-Report-2022 p.93）
1,Allianz SE,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,Allianz_Group_Sustainability_Report_2020-web p.126; Allianz_Group_Sustainability_Report_2021-web p.38; Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.87; en-allianz-se-annual-report-2024 p.68,連結,TRUE,,18768,18460,18376,18576,356,,2020年: 要確認（18768←Allianz_Group_Sustainability_Report_2020-web p.126 / 223←en-Allianz-SE-Annual-Report-2020 p.88 / 223←en-Allianz-SE-Annual-Report-2021 p.87）  2021年: 要確認（18460←Allianz_Group_Sustainability_Report_2021-web p.38 / 260←en-Allianz-SE-Annual-Report-2021 p.87）  2022年: 要確認（18376←Allianz_Group_Sustainability_Report_2022-web p.58 / 329←en-Allianz-SE-Annual-Report-2022 p.93）
1,Allianz SE,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,Allianz_Group_Sustainability_Report_2020-web p.126,連結,TRUE,,148929,,,,,,
1,Allianz SE,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,,,,,,,,,,,
1,Allianz SE,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,Allianz_Group_Sustainability_Report_2022-web p.58; Allianz_Group_Sustainability_Report_2023-web p.87,連結,TRUE,,,,10180,8206,,,
1,Allianz SE,absence_rate,Absenteeism rate,欠勤率,%,,,,,,,,,,,
2,BoursaKuwait,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,827_NEWS_2025_E_134202512651764 p.96,連結,TRUE,,,,,,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,,,,,,,,,,,
2,BoursaKuwait,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,"1712474049094 p.49; 822_NEWS_2025_E_2492025175034387 p.76, 90",,TRUE,,,,,100,100,,
2,BoursaKuwait,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,"1712474049094 p.81, 85; 827_NEWS_2025_E_134202512651764 p.94, 97",連結,TRUE,,,,,0,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,"822_NEWS_2025_E_2492025175034387 p.77, 85",,TRUE,,,,,,0,,
2,BoursaKuwait,total_labor_cost,Total workforce cost,総労働力コスト,,,,,,,,,,,,
2,BoursaKuwait,external_labor_cost,External workforce cost,外部労働力コスト,KWD,1712474049094 p.71; 1744536804911 p.81,,TRUE,,,,,2682565,3413978.4,,
2,BoursaKuwait,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,,,,,,,,,,,
2,BoursaKuwait,total_employment_cost,Total employment cost,総雇用コスト,,,,,,,,,,,,
2,BoursaKuwait,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
2,BoursaKuwait,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
2,BoursaKuwait,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
2,BoursaKuwait,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,,,,,,,,,,,
2,BoursaKuwait,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,,,,,,,,,,,
2,BoursaKuwait,male_employee_ratio,Percentage of male employees,男性従業員比率,%,1649054880123 p.29; 1681627414107 p.44; 1712474049094 p.56; 827_NEWS_2025_E_134202512651764 p.63,連結,TRUE,,,77,69,69,69.23,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,female_employee_ratio,Percentage of female employees,女性従業員比率,%,1649054880123 p.29; 1681627414107 p.44; 1712474049094 p.56; 827_NEWS_2025_E_134202512651764 p.63,連結,TRUE,,,23,31,31,30.77,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,,,,,,,,,,,
2,BoursaKuwait,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
2,BoursaKuwait,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,"827_NEWS_2025_E_134202512651764 p.63, 64",連結,TRUE,,,,,,7.69,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,engagement_score,Employee engagement score,エンゲージメントスコア,%,"1649054880123 p.6, 32; 1681627414107 p.10, 43; 827_NEWS_2025_E_134202512651764 p.65",連結,TRUE,,68.10,82.06,79,,82.28,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,established_rate_of_employees,Employee retention rate,従業員の定着率,%,"1649054880123 p.6, 32; 1681627414107 p.10, 42; 1712474049094 p.55; 827_NEWS_2025_E_134202512651764 p.63, 65",連結,TRUE,,,92.2,92,98,98,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,1681627414107 p.64; 1712474049094 p.82; 827_NEWS_2025_E_134202512651764 p.94,連結,TRUE,,,,0,0,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,1681627414107 p.64; 1712474049094 p.82; 827_NEWS_2025_E_134202512651764 p.94,連結,TRUE,,,,0,0,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,827_NEWS_2025_E_134202512651764 p.60,連結,TRUE,,,,,,100,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,,,,,,,,,,,,
2,BoursaKuwait,sales_per_employee,Revenue per employee,従業員一人当たり売上,KD/人,"1681627414107 p.12, 42; 1712474049094 p.14, 56; 827_NEWS_2025_E_134202512651764 p.14, 63",連結,TRUE,,,,676929.538,590038.38,698359.25,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,KD/人,"1681627414107 p.12, 42; 1712474049094 p.14, 56; 827_NEWS_2025_E_134202512651764 p.14, 63",連結,TRUE,,,,346211.135,303805.40,349610.54,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,,,,,,,,,,,
2,BoursaKuwait,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,,,,,,,,,,,
2,BoursaKuwait,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
2,BoursaKuwait,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,822_NEWS_2025_E_2492025175034387 p.61,,TRUE,,,,,,4.5,,
2,BoursaKuwait,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,,,,,,,,,,,
2,BoursaKuwait,internal_appointment_rate,Internal hire rate,内部登用率,%,,,,,,,,,,,
2,BoursaKuwait,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,,,,,,,,,,,
2,BoursaKuwait,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,"827_NEWS_2025_E_134202512651764 p.63, 66",連結,TRUE,,,,,,17.31,,
2,BoursaKuwait,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
2,BoursaKuwait,internal_transfer_number,Number of internal moves,内部異動数,件,,,,,,,,,,,
2,BoursaKuwait,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
2,BoursaKuwait,turnover,Turnover rate,離職率,%,"1649054880123 p.6, 32; 1681627414107 p.42; 1712474049094 p.55; 827_NEWS_2025_E_134202512651764 p.12, 66",連結,TRUE,,,6.8,7.7,2,2,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,,,,,,,,,,,
2,BoursaKuwait,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
2,BoursaKuwait,internal_succession_rate,Internal succession rate,内部継承率,%,,,,,,,,,,,
2,BoursaKuwait,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
2,BoursaKuwait,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
2,BoursaKuwait,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
2,BoursaKuwait,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
2,BoursaKuwait,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,KWD,1681627414107 p.45; 1712474049094 p.58; 827_NEWS_2025_E_134202512651764 p.65,連結,TRUE,,,,34620,30176.220,50639.078,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,participation_rate_in_training,Training participation rate,研修への参加率,%,"1649054880123 p.29, 41; 827_NEWS_2025_E_134202512651764 p.63, 64",連結,TRUE,,,100,,,65.38,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,1649054880123 p.29; 1681627414107 p.45; 1712474049094 p.58; 827_NEWS_2025_E_134202512651764 p.65,連結,TRUE,,,33,29,18.85,26.25,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
2,BoursaKuwait,total_number_of_employees,Total number of employees,総従業員数,人,1681627414107 p.44; 1712474049094 p.56; 827_NEWS_2025_E_134202512651764 p.63,連結,TRUE,,,,52,56,52,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,"822_NEWS_2025_E_2492025175034387 p.41, 57",,TRUE,,,,,,391,,
2,BoursaKuwait,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,,,,,,,,,,,
2,BoursaKuwait,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,822_NEWS_2025_E_2492025175034387 p.57,,TRUE,,,,,,391,,
2,BoursaKuwait,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,1712474049094 p.82; 827_NEWS_2025_E_134202512651764 p.93,連結,TRUE,,,,,0,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,1712474049094 p.82; 827_NEWS_2025_E_134202512651764 p.93,連結,TRUE,,,,,0,0,,2024年: 連結優先（unknownを除外）
2,BoursaKuwait,absence_rate,Absenteeism rate,欠勤率,%,822_NEWS_2025_E_2492025175034387 p.73,,TRUE,,,,,,0.8,,
3,DWS,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,DWS Annual Report 2020_EN_sec p.250; DWS Annual Report 2021_EN_sec p.248; DWS Annual Report 2022_EN_sec p.223; DWS Annual Report 2023_EN_sec p.233; DWS Annual Report 2024_EN_sec p.248,連結,TRUE,9,5,9,6,6,3,,
3,DWS,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,DWS Annual Report 2020_EN_sec p.250; DWS Annual Report 2021_EN_sec p.248; DWS Annual Report 2022_EN_sec p.245; DWS Annual Report 2023_EN_sec p.233,連結,TRUE,18,10,12,6,15,,,
